sample_barcode,cg13601799,cg08047457,cg19531713,patient_id,brca1_promoter_mean
TCGA-VS-A9V5-01,0.01798,0.02663,0.09712,TCGA-VS-A9V5,0.04724333333333333
TCGA-VS-AA62-01,0.02502,0.02597,0.1215,TCGA-VS-AA62,0.05749666666666667
TCGA-WL-A834-01,0.02762,0.04359,0.0504,TCGA-WL-A834,0.040536666666666665
TCGA-XS-A8TJ-01,0.03034,0.02308,0.04529,TCGA-XS-A8TJ,0.03290333333333333
TCGA-ZJ-A8QO-01,0.01286,0.02599,0.05159,TCGA-ZJ-A8QO,0.030146666666666665
TCGA-ZJ-A8QQ-01,0.01474,0.04727,0.04039,TCGA-ZJ-A8QQ,0.03413333333333333
TCGA-ZJ-A8QR-01,0.01393,0.02521,0.03532,TCGA-ZJ-A8QR,0.02482
TCGA-ZJ-AAX4-01,0.02787,0.02975,0.08472,TCGA-ZJ-AAX4,0.047446666666666665
TCGA-ZJ-AAX8-01,0.02111,0.03134,0.1098,TCGA-ZJ-AAX8,0.05408333333333334
TCGA-ZJ-AAXA-01,0.02661,0.02538,0.07933,TCGA-ZJ-AAXA,0.04377333333333333
TCGA-ZJ-AAXB-01,0.02175,0.05308,0.132,TCGA-ZJ-AAXB,0.06894333333333334
TCGA-ZJ-AAXD-01,0.01825,0.02765,0.1083,TCGA-ZJ-AAXD,0.0514
TCGA-ZJ-AAXF-01,0.01995,0.02692,0.1035,TCGA-ZJ-AAXF,0.05012333333333333
TCGA-ZJ-AAXI-01,0.02451,0.02276,0.09367,TCGA-ZJ-AAXI,0.04698
TCGA-ZJ-AAXJ-01,0.03002,0.04155,0.1109,TCGA-ZJ-AAXJ,0.06082333333333333
TCGA-ZJ-AAXN-01,0.01988,0.02467,0.08351,TCGA-ZJ-AAXN,0.04268666666666667
TCGA-ZJ-AAXT-01,0.02512,0.0241,0.1036,TCGA-ZJ-AAXT,0.050940000000000006
TCGA-ZJ-AAXU-01,0.03793,0.02374,0.07512,TCGA-ZJ-AAXU,0.045596666666666674
TCGA-ZJ-AB0H-01,0.03266,0.02046,0.0938,TCGA-ZJ-AB0H,0.048973333333333334
TCGA-ZJ-AB0I-01,0.01412,0.03549,0.07311,TCGA-ZJ-AB0I,0.04090666666666667
TCGA-ZX-AA5X-01,0.02238,0.03391,0.1004,TCGA-ZX-AA5X,0.05223
TCGA-3M-AB46-01,0.03431,0.02717,0.1052,TCGA-3M-AB46,0.05556
TCGA-3M-AB47-01,0.02361,0.03025,0.08247,TCGA-3M-AB47,0.045443333333333336
TCGA-B7-5816-01,0.06885,0.1324,0.09714,TCGA-B7-5816,0.09946333333333333
TCGA-B7-5818-01,0.6734,0.3851,0.08192,TCGA-B7-5818,0.38014
TCGA-B7-A5TI-01,0.01974,0.02157,0.05882,TCGA-B7-A5TI,0.033376666666666666
TCGA-B7-A5TJ-01,0.02458,0.03116,0.05139,TCGA-B7-A5TJ,0.03571
TCGA-B7-A5TK-01,0.4864,0.4067,0.04943,TCGA-B7-A5TK,0.31417666666666666
TCGA-B7-A5TN-01,0.02092,0.02844,0.259,TCGA-B7-A5TN,0.10278666666666668
TCGA-BR-6452-01,0.2643,0.2184,0.09298,TCGA-BR-6452,0.19189333333333333
TCGA-BR-6452-11,0.2645,0.03466,0.0743,TCGA-BR-6452,0.12448666666666668
TCGA-BR-6453-01,0.1795,0.02865,0.08,TCGA-BR-6453,0.09605000000000001
TCGA-BR-6454-01,0.04073,0.02325,0.0953,TCGA-BR-6454,0.05309333333333333
TCGA-BR-6455-01,0.6067,0.5721,0.1161,TCGA-BR-6455,0.43163333333333337
TCGA-BR-6456-01,0.03441,0.06055,0.05516,TCGA-BR-6456,0.05004
TCGA-BR-6457-01,0.06172,0.02668,0.0783,TCGA-BR-6457,0.05556666666666666
TCGA-BR-6458-01,0.0458,0.02663,0.08658,TCGA-BR-6458,0.053003333333333326
TCGA-BR-6563-01,0.0348,0.0263,0.07204,TCGA-BR-6563,0.04438
TCGA-BR-6564-01,0.03357,0.08812,0.08087,TCGA-BR-6564,0.06752000000000001
TCGA-BR-6565-01,0.02696,0.02637,0.09253,TCGA-BR-6565,0.04862
TCGA-BR-6566-01,0.1188,0.02973,0.07688,TCGA-BR-6566,0.07513666666666667
TCGA-BR-6566-11,0.1017,0.03177,0.08985,TCGA-BR-6566,0.07444
TCGA-BR-6705-01,0.2297,0.03423,0.08551,TCGA-BR-6705,0.11647999999999999
TCGA-BR-6706-01,0.2225,0.4161,0.08918,TCGA-BR-6706,0.24259333333333336
TCGA-BR-6707-01,0.5151,0.5153,0.09883,TCGA-BR-6707,0.37640999999999997
TCGA-BR-6709-01,0.05597,0.3643,0.079,TCGA-BR-6709,0.16642333333333334
TCGA-BR-6710-01,0.02965,0.07978,0.09024,TCGA-BR-6710,0.06655666666666667
TCGA-BR-6801-01,0.3546,0.04868,0.1007,TCGA-BR-6801,0.16799333333333333
TCGA-BR-6802-01,0.05304,0.02611,0.1038,TCGA-BR-6802,0.060983333333333334
TCGA-BR-6803-01,0.06716,0.04084,0.07666,TCGA-BR-6803,0.06155333333333333
TCGA-BR-6852-01,0.2949,0.03088,0.09299,TCGA-BR-6852,0.13959000000000002
TCGA-BR-7196-01,0.3528,0.2756,0.08137,TCGA-BR-7196,0.23659
TCGA-BR-7197-01,0.02839,0.04718,0.05388,TCGA-BR-7197,0.04315
TCGA-BR-7703-01,0.2473,0.02361,0.09699,TCGA-BR-7703,0.12263333333333333
TCGA-BR-7704-01,0.6954,0.3227,0.05913,TCGA-BR-7704,0.35907666666666666
TCGA-BR-7707-01,0.5058,0.02452,0.07701,TCGA-BR-7707,0.20244333333333334
TCGA-BR-7715-01,0.0203,0.459,0.06797,TCGA-BR-7715,0.18242333333333335
TCGA-BR-7716-01,0.05761,0.02363,0.06413,TCGA-BR-7716,0.04845666666666667
TCGA-BR-7717-01,0.4883,0.02448,0.06037,TCGA-BR-7717,0.19105000000000003
TCGA-BR-7722-01,0.04511,0.02529,0.09236,TCGA-BR-7722,0.05425333333333333
TCGA-BR-7723-01,0.02795,0.5839,0.08101,TCGA-BR-7723,0.23095333333333334
TCGA-BR-7851-01,0.1144,0.04226,0.09389,TCGA-BR-7851,0.08351666666666667
TCGA-BR-7901-01,0.1517,0.04285,0.07877,TCGA-BR-7901,0.09110666666666667
TCGA-BR-7957-01,0.04594,0.07235,0.09051,TCGA-BR-7957,0.0696
TCGA-BR-7958-01,0.5603,0.5174,0.07809,TCGA-BR-7958,0.38526333333333335
TCGA-BR-7959-01,0.02575,0.03939,0.08051,TCGA-BR-7959,0.04855
TCGA-BR-8058-01,0.03278,0.03732,0.07963,TCGA-BR-8058,0.04991
TCGA-BR-8059-01,0.0265,0.03245,0.07045,TCGA-BR-8059,0.043133333333333336
TCGA-BR-8060-01,0.0258,0.04113,0.07742,TCGA-BR-8060,0.04811666666666667
TCGA-BR-8077-01,0.02388,0.05747,0.08086,TCGA-BR-8077,0.05407000000000001
TCGA-BR-8078-01,0.749,0.02506,0.07251,TCGA-BR-8078,0.28219
TCGA-BR-8080-01,0.02552,0.03566,0.06812,TCGA-BR-8080,0.0431
TCGA-BR-8081-01,0.5265,0.0238,0.08222,TCGA-BR-8081,0.21084
TCGA-BR-8284-01,0.0714,0.03614,0.07538,TCGA-BR-8284,0.06097333333333333
TCGA-BR-8285-01,0.4393,0.4868,0.1096,TCGA-BR-8285,0.34523333333333334
TCGA-BR-8286-01,0.01739,0.02546,0.08419,TCGA-BR-8286,0.042346666666666664
TCGA-BR-8289-01,0.01949,0.08171,0.07044,TCGA-BR-8289,0.05721333333333334
TCGA-BR-8291-01,0.02102,0.03124,0.08369,TCGA-BR-8291,0.04531666666666667
TCGA-BR-8295-01,0.03214,0.0277,0.08725,TCGA-BR-8295,0.04903
TCGA-BR-8296-01,0.3136,0.02868,0.06392,TCGA-BR-8296,0.1354
TCGA-BR-8297-01,0.02535,0.1022,0.06168,TCGA-BR-8297,0.06307666666666667
TCGA-BR-8360-01,0.1922,0.0283,0.08353,TCGA-BR-8360,0.10134333333333334
TCGA-BR-8361-01,0.5634,0.474,0.05891,TCGA-BR-8361,0.36543666666666663
TCGA-BR-8362-01,0.6221,0.03996,0.07005,TCGA-BR-8362,0.24403666666666668
TCGA-BR-8363-01,0.5102,0.4027,0.08039,TCGA-BR-8363,0.33109666666666665
TCGA-BR-8364-01,0.03592,0.04268,0.0927,TCGA-BR-8364,0.057100000000000005
TCGA-BR-8365-01,0.08867,0.09635,0.09955,TCGA-BR-8365,0.09485666666666666
TCGA-BR-8366-01,0.4861,0.5026,0.07686,TCGA-BR-8366,0.3551866666666667
TCGA-BR-8367-01,0.02078,0.04454,0.08577,TCGA-BR-8367,0.050363333333333336
TCGA-BR-8368-01,0.02059,0.02503,0.06393,TCGA-BR-8368,0.03651666666666667
TCGA-BR-8369-01,0.03763,0.05144,0.07107,TCGA-BR-8369,0.053380000000000004
TCGA-BR-8370-01,0.5868,0.02836,0.07701,TCGA-BR-8370,0.23072333333333336
TCGA-BR-8371-01,0.02367,0.04197,0.0677,TCGA-BR-8371,0.04444666666666667
TCGA-BR-8372-01,0.7594,0.02784,0.06914,TCGA-BR-8372,0.28546
TCGA-BR-8373-01,0.01859,0.02546,0.08007,TCGA-BR-8373,0.04137333333333334
TCGA-BR-8380-01,0.2802,0.05425,0.08227,TCGA-BR-8380,0.13890666666666668
TCGA-BR-8381-01,0.5095,0.4821,0.0799,TCGA-BR-8381,0.35716666666666663
TCGA-BR-8382-01,0.04997,0.02674,0.0727,TCGA-BR-8382,0.04980333333333333
TCGA-BR-8384-01,0.03196,0.04504,0.09714,TCGA-BR-8384,0.05804666666666667
TCGA-BR-8483-01,0.02439,0.03342,0.0962,TCGA-BR-8483,0.05133666666666666
TCGA-BR-8484-01,0.05107,0.0267,0.06245,TCGA-BR-8484,0.046740000000000004
TCGA-BR-8485-01,0.02661,0.03908,0.1031,TCGA-BR-8485,0.05626333333333333
TCGA-BR-8486-01,0.0367,0.03347,0.08152,TCGA-BR-8486,0.05056333333333333
TCGA-BR-8487-01,0.8394,0.0293,0.08563,TCGA-BR-8487,0.31811
TCGA-BR-8588-01,0.07634,0.02636,0.0891,TCGA-BR-8588,0.06393333333333334
TCGA-BR-8589-01,0.6566,0.4364,0.07232,TCGA-BR-8589,0.38843999999999995
TCGA-BR-8590-01,0.05507,0.08083,0.08697,TCGA-BR-8590,0.07429000000000001
TCGA-BR-8591-01,0.7162,0.04079,0.0873,TCGA-BR-8591,0.28143
TCGA-BR-8592-01,0.1213,0.06428,0.1082,TCGA-BR-8592,0.09792666666666668
TCGA-BR-8676-01,0.672,0.5938,0.07831,TCGA-BR-8676,0.4480366666666667
TCGA-BR-8677-01,0.02762,0.02692,0.08082,TCGA-BR-8677,0.04512
TCGA-BR-8678-01,0.0183,0.2738,0.1103,TCGA-BR-8678,0.13413333333333333
TCGA-BR-8679-01,0.241,0.02954,0.08332,TCGA-BR-8679,0.11795333333333334
TCGA-BR-8680-01,0.04909,0.6462,0.1053,TCGA-BR-8680,0.2668633333333333
TCGA-BR-8682-01,0.3448,0.06226,0.06557,TCGA-BR-8682,0.15754333333333334
TCGA-BR-8683-01,0.1109,0.047,0.08364,TCGA-BR-8683,0.08051333333333333
TCGA-BR-8686-01,0.5701,0.4875,0.06013,TCGA-BR-8686,0.3725766666666667
TCGA-BR-8687-01,0.02715,0.04574,0.1003,TCGA-BR-8687,0.057730000000000004
TCGA-BR-8690-01,0.08028,0.03089,0.08529,TCGA-BR-8690,0.06548666666666668
TCGA-BR-A44T-01,0.06651,0.03616,0.1289,TCGA-BR-A44T,0.07719
TCGA-BR-A44U-01,0.03163,0.03716,0.08821,TCGA-BR-A44U,0.05233333333333332
TCGA-BR-A452-01,0.02189,0.04912,0.03841,TCGA-BR-A452,0.03647333333333333
TCGA-BR-A453-01,0.03225,0.05244,0.09735,TCGA-BR-A453,0.060680000000000005
TCGA-BR-A4CQ-01,0.7671,0.04639,0.04545,TCGA-BR-A4CQ,0.28631333333333336
TCGA-BR-A4CR-01,0.02775,0.03492,0.09254,TCGA-BR-A4CR,0.051736666666666674
TCGA-BR-A4CS-01,0.0391,0.02622,0.06833,TCGA-BR-A4CS,0.04455
TCGA-BR-A4IU-01,0.02199,0.1612,0.0366,TCGA-BR-A4IU,0.07326333333333333
TCGA-BR-A4IV-01,0.01664,0.08106,0.0352,TCGA-BR-A4IV,0.0443
TCGA-BR-A4IY-01,0.5668,0.5977,0.03975,TCGA-BR-A4IY,0.4014166666666666
TCGA-BR-A4IZ-01,0.0187,0.02619,0.06132,TCGA-BR-A4IZ,0.035403333333333335
TCGA-BR-A4J1-01,0.06827,0.5796,0.04272,TCGA-BR-A4J1,0.23019666666666663
TCGA-BR-A4J2-01,0.0337,0.03526,0.04759,TCGA-BR-A4J2,0.038849999999999996
TCGA-BR-A4J4-01,0.6551,0.03461,0.0411,TCGA-BR-A4J4,0.24360333333333337
TCGA-BR-A4J5-01,0.1273,0.07999,0.05079,TCGA-BR-A4J5,0.08602666666666665
TCGA-BR-A4J6-01,0.02841,0.05553,0.05296,TCGA-BR-A4J6,0.04563333333333333
TCGA-BR-A4J7-01,0.01786,0.0416,0.02362,TCGA-BR-A4J7,0.027693333333333334
TCGA-BR-A4J8-01,0.387,0.0612,0.03071,TCGA-BR-A4J8,0.15963666666666668
TCGA-BR-A4J9-01,0.02341,0.05465,0.04388,TCGA-BR-A4J9,0.040646666666666664
TCGA-BR-A4PD-01,0.02039,0.02736,0.04402,TCGA-BR-A4PD,0.030589999999999996
TCGA-BR-A4PE-01,0.5387,0.03245,0.05085,TCGA-BR-A4PE,0.2073333333333333
TCGA-BR-A4PF-01,0.02276,0.02741,0.02555,TCGA-BR-A4PF,0.02524
TCGA-BR-A4QI-01,0.6398,0.06451,0.03539,TCGA-BR-A4QI,0.24656666666666668
TCGA-BR-A4QL-01,0.01613,0.03955,0.0409,TCGA-BR-A4QL,0.03219333333333333
TCGA-BR-A4QM-01,0.447,0.02405,0.03495,TCGA-BR-A4QM,0.16866666666666666
TCGA-CD-5798-01,0.04696,0.1708,0.09528,TCGA-CD-5798,0.10434666666666666
TCGA-CD-5799-01,0.06476,0.03503,0.09568,TCGA-CD-5799,0.06515666666666665
TCGA-CD-5800-01,0.04734,0.04529,0.09536,TCGA-CD-5800,0.06266333333333333
TCGA-CD-5801-01,0.4909,0.3731,0.07115,TCGA-CD-5801,0.3117166666666667
TCGA-CD-5802-01,0.06586,0.05339,0.09513,TCGA-CD-5802,0.07146000000000001
TCGA-CD-5803-01,0.04175,0.04194,0.09876,TCGA-CD-5803,0.060816666666666665
TCGA-CD-5804-01,0.0247,0.02995,0.06842,TCGA-CD-5804,0.041023333333333335
TCGA-CD-5813-01,0.05428,0.04616,0.09516,TCGA-CD-5813,0.0652
TCGA-CD-8524-01,0.03261,0.02686,0.0749,TCGA-CD-8524,0.044789999999999996
TCGA-CD-8525-01,0.03229,0.03689,0.08776,TCGA-CD-8525,0.05231333333333333
TCGA-CD-8526-01,0.03145,0.08749,0.07318,TCGA-CD-8526,0.06404
TCGA-CD-8527-01,0.03051,0.03195,0.06449,TCGA-CD-8527,0.04231666666666667
TCGA-CD-8528-01,0.02583,0.03206,0.07162,TCGA-CD-8528,0.04317000000000001
TCGA-CD-8529-01,0.03861,0.02235,0.08136,TCGA-CD-8529,0.04744
TCGA-CD-8530-01,0.02389,0.02462,0.05821,TCGA-CD-8530,0.03557333333333333
TCGA-CD-8531-01,0.8632,0.02326,0.04969,TCGA-CD-8531,0.31205
TCGA-CD-8532-01,0.06047,0.04106,0.07228,TCGA-CD-8532,0.05793666666666667
TCGA-CD-8533-01,0.5954,0.2333,0.06092,TCGA-CD-8533,0.29653999999999997
TCGA-CD-8534-01,0.02345,0.03935,0.08076,TCGA-CD-8534,0.04785333333333333
TCGA-CD-8535-01,0.01333,0.03852,0.06652,TCGA-CD-8535,0.03945666666666667
TCGA-CD-8536-01,0.06631,0.0307,0.08419,TCGA-CD-8536,0.0604
TCGA-CD-A486-01,0.03987,0.1091,0.1058,TCGA-CD-A486,0.08492333333333334
TCGA-CD-A487-01,0.03053,0.04583,0.105,TCGA-CD-A487,0.06045333333333334
TCGA-CD-A489-01,0.03411,0.08446,0.07632,TCGA-CD-A489,0.06496333333333333
TCGA-CD-A48A-01,0.07682,0.04135,0.104,TCGA-CD-A48A,0.07405666666666666
TCGA-CD-A48C-01,0.04987,0.02718,0.08655,TCGA-CD-A48C,0.05453333333333333
TCGA-CD-A4MG-01,0.6256,0.03212,0.03732,TCGA-CD-A4MG,0.23168000000000002
TCGA-CD-A4MH-01,0.02487,0.03353,0.04128,TCGA-CD-A4MH,0.03322666666666666
TCGA-CD-A4MI-01,0.5245,0.08554,0.0587,TCGA-CD-A4MI,0.2229133333333333
TCGA-CD-A4MJ-01,0.7357,0.02887,0.0407,TCGA-CD-A4MJ,0.2684233333333333
TCGA-CG-4437-01,0.3168,0.02737,0.09062,TCGA-CG-4437,0.14493
TCGA-CG-4441-01,0.05465,0.03671,0.06763,TCGA-CG-4441,0.052996666666666664
TCGA-CG-5717-01,0.1139,0.02786,0.08721,TCGA-CG-5717,0.07632333333333334
TCGA-CG-5718-01,0.05197,0.03695,0.1005,TCGA-CG-5718,0.06314
TCGA-CG-5719-01,0.05544,0.04511,0.0985,TCGA-CG-5719,0.06635
TCGA-CG-5720-01,0.07411,0.03726,0.12,TCGA-CG-5720,0.07712333333333334
TCGA-CG-5721-01,0.1145,0.03184,0.07817,TCGA-CG-5721,0.07483666666666666
TCGA-CG-5722-01,0.3072,0.3471,0.0781,TCGA-CG-5722,0.2441333333333333
TCGA-CG-5723-01,0.05217,0.04026,0.0771,TCGA-CG-5723,0.056510000000000005
TCGA-CG-5724-01,0.08453,0.03878,0.09087,TCGA-CG-5724,0.07139333333333334
TCGA-CG-5725-01,0.1398,0.6217,0.1048,TCGA-CG-5725,0.28876666666666667
TCGA-CG-5726-01,0.05454,0.4277,0.1044,TCGA-CG-5726,0.19554666666666667
TCGA-CG-5727-01,0.04079,0.03946,0.08684,TCGA-CG-5727,0.05569666666666667
TCGA-CG-5728-01,0.05894,0.04046,0.07893,TCGA-CG-5728,0.05944333333333333
TCGA-CG-5730-01,0.8541,0.03115,0.09052,TCGA-CG-5730,0.3252566666666667
TCGA-CG-5732-01,0.1096,0.02971,0.1033,TCGA-CG-5732,0.08087
TCGA-CG-5733-01,0.3719,0.02953,0.08499,TCGA-CG-5733,0.16214
TCGA-CG-5734-01,0.05538,0.03458,0.07739,TCGA-CG-5734,0.05578333333333333
TCGA-D7-5577-01,0.6845,0.3869,0.09255,TCGA-D7-5577,0.38798333333333335
TCGA-D7-5578-01,0.08463,0.02331,0.06989,TCGA-D7-5578,0.059276666666666665
TCGA-D7-5579-01,0.04659,0.05547,0.09367,TCGA-D7-5579,0.06524333333333333
TCGA-D7-6518-01,0.03377,0.03572,0.09765,TCGA-D7-6518,0.05571333333333334
TCGA-D7-6519-01,0.05682,0.0246,0.08692,TCGA-D7-6519,0.05611333333333333
TCGA-D7-6520-01,0.03664,0.07672,0.08161,TCGA-D7-6520,0.06498999999999999
TCGA-D7-6521-01,0.04796,0.02412,0.07489,TCGA-D7-6521,0.04899
TCGA-D7-6522-01,0.09655,0.02404,0.08812,TCGA-D7-6522,0.06957
TCGA-D7-6524-01,0.3175,0.02914,0.08532,TCGA-D7-6524,0.14398666666666668
TCGA-D7-6525-01,0.5329,0.03461,0.104,TCGA-D7-6525,0.22383666666666668
TCGA-D7-6526-01,0.0316,0.02686,0.09454,TCGA-D7-6526,0.051
TCGA-D7-6527-01,0.02327,0.03094,0.07744,TCGA-D7-6527,0.04388333333333333
TCGA-D7-6528-01,0.01789,0.02423,0.08566,TCGA-D7-6528,0.04259333333333334
TCGA-D7-6815-01,0.08695,0.03411,0.09416,TCGA-D7-6815,0.07174
TCGA-D7-6817-01,0.07215,0.02402,0.06931,TCGA-D7-6817,0.05516000000000001
TCGA-D7-6818-01,0.0258,0.3383,0.09149,TCGA-D7-6818,0.15186333333333332
TCGA-D7-6820-01,0.0299,0.4522,0.07325,TCGA-D7-6820,0.18511666666666668
TCGA-D7-6822-01,0.01872,0.02822,0.07126,TCGA-D7-6822,0.0394
TCGA-D7-8570-01,0.478,0.4461,0.07954,TCGA-D7-8570,0.3345466666666666
TCGA-D7-8572-01,0.02145,0.04504,0.06972,TCGA-D7-8572,0.04540333333333333
TCGA-D7-8573-01,0.6967,0.4514,0.06519,TCGA-D7-8573,0.40443
TCGA-D7-8574-01,0.05837,0.02314,0.07632,TCGA-D7-8574,0.05261
TCGA-D7-8575-01,0.03831,0.03169,0.09292,TCGA-D7-8575,0.05430666666666667
TCGA-D7-8576-01,0.05126,0.02881,0.0699,TCGA-D7-8576,0.04999
TCGA-D7-8578-01,0.0253,0.0761,0.09743,TCGA-D7-8578,0.06627666666666666
TCGA-D7-8579-01,0.02353,0.05397,0.08538,TCGA-D7-8579,0.05429333333333333
TCGA-D7-A4YT-01,0.02181,0.03224,0.0264,TCGA-D7-A4YT,0.026816666666666666
TCGA-D7-A4YU-01,0.1165,0.0381,0.03732,TCGA-D7-A4YU,0.06397333333333334
TCGA-D7-A4YV-01,0.5066,0.05262,0.03413,TCGA-D7-A4YV,0.19778333333333334
TCGA-D7-A4YX-01,0.6822,0.6376,0.04003,TCGA-D7-A4YX,0.4532766666666666
TCGA-D7-A4YY-01,0.8259,0.04918,0.03566,TCGA-D7-A4YY,0.30358
TCGA-D7-A4Z0-01,0.02076,0.04215,0.04093,TCGA-D7-A4Z0,0.03461333333333333
TCGA-D7-A6ET-01,0.1842,0.3013,0.08088,TCGA-D7-A6ET,0.18879333333333334
TCGA-D7-A6EV-01,0.02762,0.02376,0.04818,TCGA-D7-A6EV,0.03318666666666666
TCGA-D7-A6EX-01,0.02705,0.03254,0.08536,TCGA-D7-A6EX,0.048316666666666674
TCGA-D7-A6EY-01,0.02332,0.02627,0.06133,TCGA-D7-A6EY,0.03697333333333334
TCGA-D7-A6EZ-01,0.7111,0.02743,0.05482,TCGA-D7-A6EZ,0.26444999999999996
TCGA-D7-A6F0-01,0.0236,0.162,0.03911,TCGA-D7-A6F0,0.07490333333333334
TCGA-D7-A6F2-01,0.01719,0.02086,0.03589,TCGA-D7-A6F2,0.024646666666666667
TCGA-D7-A747-01,0.02547,0.136,0.03986,TCGA-D7-A747,0.06711
TCGA-D7-A748-01,0.01853,0.02992,0.086,TCGA-D7-A748,0.044816666666666664
TCGA-D7-A74A-01,0.1474,0.03958,0.05752,TCGA-D7-A74A,0.0815
TCGA-D7-A74B-01,0.02666,0.1142,0.07131,TCGA-D7-A74B,0.07072333333333332
TCGA-EQ-5647-01,0.1123,0.04598,0.08672,TCGA-EQ-5647,0.08166666666666667
TCGA-EQ-8122-01,0.02378,0.03172,0.08352,TCGA-EQ-8122,0.04633999999999999
TCGA-EQ-A4SO-01,0.02025,0.03106,0.03857,TCGA-EQ-A4SO,0.02996
TCGA-F1-6177-01,0.8439,0.02746,0.08718,TCGA-F1-6177,0.31951333333333337
TCGA-F1-6874-01,0.1439,0.03812,0.08079,TCGA-F1-6874,0.08760333333333332
TCGA-F1-6875-01,0.1022,0.02339,0.07252,TCGA-F1-6875,0.06603666666666667
TCGA-F1-A448-01,0.258,0.518,0.09722,TCGA-F1-A448,0.29107333333333335
TCGA-F1-A72C-01,0.04313,0.03714,0.05254,TCGA-F1-A72C,0.044270000000000004
TCGA-FP-7735-01,0.02995,0.02247,0.07842,TCGA-FP-7735,0.04361333333333334
TCGA-FP-7829-01,0.805,0.03141,0.05614,TCGA-FP-7829,0.2975166666666667
TCGA-FP-7916-01,0.5097,0.0398,0.09129,TCGA-FP-7916,0.21359666666666668
TCGA-FP-7998-01,0.361,0.3522,0.07029,TCGA-FP-7998,0.26116333333333336
TCGA-FP-8099-01,0.03285,0.024,0.07626,TCGA-FP-8099,0.04437
TCGA-FP-8209-01,0.01768,0.0827,0.07309,TCGA-FP-8209,0.05782333333333334
TCGA-FP-8210-01,0.02321,0.06193,0.06961,TCGA-FP-8210,0.051583333333333335
TCGA-FP-8211-01,0.06019,0.02384,0.4901,TCGA-FP-8211,0.19137666666666667
TCGA-FP-8631-01,0.03077,0.02292,0.08015,TCGA-FP-8631,0.04461333333333334
TCGA-FP-A4BE-01,0.6493,0.02437,0.08598,TCGA-FP-A4BE,0.25321666666666665
TCGA-FP-A4BF-01,0.5674,0.03414,0.05616,TCGA-FP-A4BF,0.2192333333333333
TCGA-FP-A8CX-01,0.03199,0.02463,0.04771,TCGA-FP-A8CX,0.03477666666666667
TCGA-FP-A9TM-01,0.4302,0.02448,0.04481,TCGA-FP-A9TM,0.16649666666666668
TCGA-HF-7132-01,0.362,0.02558,0.07546,TCGA-HF-7132,0.15434666666666666
TCGA-HF-7133-01,0.02972,0.02713,0.06195,TCGA-HF-7133,0.039599999999999996
TCGA-HF-7134-01,0.4462,0.02346,0.06465,TCGA-HF-7134,0.1781033333333333
TCGA-HF-7136-01,0.02845,0.02644,0.07877,TCGA-HF-7136,0.044553333333333334
TCGA-HF-A5NB-01,0.04315,0.02426,0.05424,TCGA-HF-A5NB,0.040549999999999996
TCGA-HJ-7597-01,0.02907,0.02921,0.09835,TCGA-HJ-7597,0.05221
TCGA-HU-8238-01,0.04662,0.02573,0.06958,TCGA-HU-8238,0.04731
TCGA-HU-8243-01,0.6708,0.02401,0.09168,TCGA-HU-8243,0.2621633333333333
TCGA-HU-8244-01,0.02458,0.02672,0.09211,TCGA-HU-8244,0.04780333333333333
TCGA-HU-8245-01,0.02313,0.02912,0.06554,TCGA-HU-8245,0.03926333333333334
TCGA-HU-8249-01,0.01806,0.04545,0.07514,TCGA-HU-8249,0.04621666666666666
TCGA-HU-8602-01,0.6294,0.02733,0.08859,TCGA-HU-8602,0.24844
TCGA-HU-8604-01,0.3044,0.02802,0.09231,TCGA-HU-8604,0.14157666666666666
TCGA-HU-8608-01,0.5477,0.4913,0.0879,TCGA-HU-8608,0.3756333333333333
TCGA-HU-8610-01,0.02386,0.03107,0.07104,TCGA-HU-8610,0.04199
TCGA-HU-A4G2-01,0.3511,0.227,0.07983,TCGA-HU-A4G2,0.21931
TCGA-HU-A4G3-01,0.05965,0.03118,0.1114,TCGA-HU-A4G3,0.06741
TCGA-HU-A4G6-01,0.721,0.731,0.09922,TCGA-HU-A4G6,0.5170733333333334
TCGA-HU-A4G8-01,0.02727,0.0378,0.0503,TCGA-HU-A4G8,0.03845666666666667
TCGA-HU-A4G9-01,0.8346,0.03919,0.07276,TCGA-HU-A4G9,0.3155166666666667
TCGA-HU-A4GC-01,0.03778,0.02852,0.03887,TCGA-HU-A4GC,0.03505666666666667
TCGA-HU-A4GD-01,0.01514,0.04427,0.04891,TCGA-HU-A4GD,0.03610666666666667
TCGA-HU-A4GF-01,0.03349,0.03045,0.09743,TCGA-HU-A4GF,0.053790000000000004
TCGA-HU-A4GH-01,0.04892,0.02275,0.07889,TCGA-HU-A4GH,0.050186666666666664
TCGA-HU-A4GJ-01,0.2398,0.03066,0.03251,TCGA-HU-A4GJ,0.10099000000000001
TCGA-HU-A4GN-01,0.08604,0.03168,0.0403,TCGA-HU-A4GN,0.05267333333333333
TCGA-HU-A4GP-01,0.01917,0.04181,0.04059,TCGA-HU-A4GP,0.03385666666666667
TCGA-HU-A4GQ-01,0.7047,0.05017,0.03008,TCGA-HU-A4GQ,0.26165
TCGA-HU-A4GT-01,0.2855,0.04296,0.04312,TCGA-HU-A4GT,0.12385999999999998
TCGA-HU-A4GU-01,0.02118,0.04955,0.03968,TCGA-HU-A4GU,0.036803333333333334
TCGA-HU-A4GX-01,0.03016,0.0282,0.04051,TCGA-HU-A4GX,0.03295666666666666
